student_id,name,gender,age,department,level,cgpa,attendance_rate,assignments_submitted,library_usage_per_week,internet_hours_per_week,graduation_status
S100696,Student_696,Male,29,Computer Science,300,3.98,76.27,8,7,14.32,Graduated
S100697,Student_697,Female,18,Engineering,100,2.9,73.21,10,5,10.89,In Progress
S100698,Student_698,Female,28,Engineering,300,3.79,51.31,16,3,9.32,Graduated
S100699,Student_699,Male,24,Business Admin,300,3.27,42.44,5,5,9.71,In Progress
S100700,Student_700,Female,22,Medicine,300,2.36,67.68,20,7,4.28,In Progress
S100701,Student_701,Female,30,Medicine,200,3.01,71.68,6,0,11.02,Dropped
S100702,Student_702,Male,18,Education,200,4.08,47.63,13,1,8.96,Graduated
S100703,Student_703,Female,23,Computer Science,400,3.71,43.56,10,3,11.32,Graduated
S100704,Student_704,Male,20,Medicine,500,3.84,52.96,10,2,9.26,Dropped
S100705,Student_705,Male,18,Business Admin,100,3.35,43.79,14,6,7.43,Graduated
S100706,Student_706,Female,28,Medicine,500,2.67,43.37,8,2,4.4,In Progress
S100707,Student_707,Female,22,Education,500,4.15,66.65,9,2,1.35,Graduated
S100708,Student_708,Female,27,Law,200,3.39,88.61,13,0,8.15,Graduated
S100709,Student_709,Female,25,Education,400,3.65,79.84,6,0,0.0,Graduated
S100710,Student_710,Male,27,Engineering,500,3.08,80.76,7,2,2.84,In Progress
S100711,Student_711,Female,25,Engineering,500,2.28,55.75,14,3,14.27,In Progress
S100712,Student_712,Male,30,Medicine,300,3.28,40.67,20,0,5.55,In Progress
S100713,Student_713,Female,24,Medicine,100,4.19,67.04,12,2,13.27,In Progress
S100714,Student_714,Female,19,Education,400,3.57,62.63,13,0,12.78,In Progress
S100715,Student_715,Female,19,Education,100,3.39,96.83,19,4,6.11,Dropped
S100716,Student_716,Male,18,Business Admin,200,2.4,44.32,16,3,14.76,In Progress
S100717,Student_717,Female,21,Computer Science,500,4.07,86.59,9,7,16.73,In Progress
S100718,Student_718,Female,30,Business Admin,500,3.94,63.12,7,1,2.65,In Progress
S100719,Student_719,Female,28,Engineering,100,1.75,89.78,19,3,14.45,Graduated
S100720,Student_720,Female,30,Business Admin,200,3.65,69.69,5,6,6.78,In Progress
S100721,Student_721,Male,20,Education,300,2.83,89.23,16,1,2.21,Dropped
S100722,Student_722,Female,23,Business Admin,300,3.2,68.01,6,2,11.21,In Progress
S100723,Student_723,Male,20,Law,500,2.43,64.11,8,7,12.75,Graduated
S100724,Student_724,Male,25,Computer Science,500,3.08,97.82,8,7,9.7,Dropped
S100725,Student_725,Male,28,Education,400,2.23,62.13,20,0,19.04,In Progress
S100726,Student_726,Male,28,Medicine,100,2.44,88.32,9,2,13.73,Graduated
S100727,Student_727,Male,18,Business Admin,500,3.36,44.02,13,5,9.68,In Progress
S100728,Student_728,Male,27,Education,200,2.47,43.76,18,7,10.84,Graduated
S100729,Student_729,Female,30,Medicine,100,3.3,66.29,20,1,25.15,In Progress
S100730,Student_730,Male,22,Medicine,400,3.08,75.13,16,7,12.37,Graduated
S100731,Student_731,Male,23,Engineering,300,4.67,76.51,6,7,16.99,In Progress
S100732,Student_732,Male,20,Engineering,400,2.55,42.18,19,4,14.8,Graduated
S100733,Student_733,Female,29,Education,100,2.76,81.8,19,1,4.26,Graduated
S100734,Student_734,Female,22,Education,300,2.5,47.8,6,7,4.72,Dropped
S100735,Student_735,Male,23,Law,200,4.0,97.32,20,7,9.86,Graduated
S100736,Student_736,Female,20,Computer Science,300,3.07,60.01,9,0,9.46,In Progress
S100737,Student_737,Male,24,Computer Science,300,2.89,55.69,16,7,11.5,Dropped
S100738,Student_738,Male,25,Education,200,3.54,57.48,6,4,16.26,In Progress
S100739,Student_739,Female,17,Engineering,500,2.39,96.24,18,0,14.13,Graduated
S100740,Student_740,Male,23,Business Admin,500,2.06,68.97,14,4,2.63,In Progress
S100741,Student_741,Female,25,Law,300,3.2,66.08,9,7,6.76,Graduated
S100742,Student_742,Female,28,Computer Science,300,3.11,73.95,16,0,18.21,Graduated
S100743,Student_743,Male,26,Education,400,2.48,95.85,9,1,13.11,Graduated
S100744,Student_744,Male,21,Engineering,500,3.25,58.5,11,1,2.17,In Progress
S100745,Student_745,Female,28,Engineering,200,4.29,50.85,8,1,9.09,Graduated
S100746,Student_746,Male,18,Engineering,300,3.31,75.73,6,1,0.51,Graduated
S100747,Student_747,Male,26,Business Admin,300,1.61,69.5,12,4,15.39,Graduated
S100748,Student_748,Male,22,Medicine,400,3.99,43.72,18,6,12.67,In Progress
S100749,Student_749,Female,28,Business Admin,400,4.39,71.32,5,3,9.03,In Progress
S100750,Student_750,Female,28,Engineering,400,3.37,73.75,20,3,9.64,In Progress
S100751,Student_751,Male,23,Education,100,3.12,81.65,14,6,12.76,Graduated
S100752,Student_752,Female,18,Law,200,1.92,99.73,5,2,16.23,In Progress
S100753,Student_753,Female,18,Business Admin,100,2.39,65.29,16,3,12.18,Graduated
S100754,Student_754,Female,26,Education,300,2.79,70.61,16,7,13.62,In Progress
S100755,Student_755,Female,30,Engineering,400,2.49,44.5,15,2,11.99,Graduated
S100756,Student_756,Female,28,Law,400,2.64,89.9,16,1,16.89,Dropped
S100757,Student_757,Male,26,Computer Science,400,3.09,45.89,11,0,19.08,Graduated
S100758,Student_758,Male,17,Computer Science,500,2.52,96.03,8,3,6.7,Graduated
S100759,Student_759,Male,20,Education,200,4.06,60.91,7,3,9.04,Dropped
S100760,Student_760,Female,23,Law,100,3.05,60.25,5,7,10.27,Graduated
S100761,Student_761,Female,30,Education,200,3.35,59.72,16,1,6.55,Graduated
S100762,Student_762,Male,25,Law,400,3.36,97.03,17,1,8.2,Graduated
S100763,Student_763,Female,19,Law,300,3.27,98.81,12,3,9.63,Graduated
S100764,Student_764,Male,28,Education,500,3.03,98.39,12,1,10.1,Graduated
S100765,Student_765,Male,27,Law,200,3.7,82.29,16,3,7.91,In Progress
S100766,Student_766,Male,23,Business Admin,300,3.85,46.66,8,0,7.33,In Progress
S100767,Student_767,Female,23,Engineering,400,1.56,63.18,20,5,10.28,Dropped
S100768,Student_768,Female,23,Law,400,1.99,57.36,20,0,5.97,Graduated
S100769,Student_769,Male,18,Business Admin,400,2.62,82.5,6,2,11.83,Graduated
S100770,Student_770,Male,22,Law,400,2.22,69.56,8,3,3.82,Graduated
S100771,Student_771,Male,18,Business Admin,500,2.49,76.99,11,5,9.9,In Progress
S100772,Student_772,Male,22,Education,500,2.68,40.52,8,0,18.32,Graduated
S100773,Student_773,Female,29,Computer Science,200,2.82,86.97,17,5,8.78,In Progress
S100774,Student_774,Female,26,Medicine,400,1.96,97.12,15,6,14.45,Graduated
S100775,Student_775,Male,19,Law,500,2.71,80.16,15,0,4.37,Graduated
S100776,Student_776,Male,30,Medicine,300,4.0,91.12,7,6,7.91,Graduated
S100777,Student_777,Female,18,Law,500,2.82,68.7,14,6,13.29,Dropped
S100778,Student_778,Female,28,Education,500,3.41,41.21,16,4,0.0,Graduated
S100779,Student_779,Male,30,Education,200,2.95,99.43,5,5,13.09,Graduated
S100780,Student_780,Male,22,Business Admin,500,3.08,43.53,13,0,9.61,Graduated
S100781,Student_781,Male,18,Law,300,2.92,51.57,9,2,8.28,In Progress
S100782,Student_782,Female,21,Education,400,3.52,43.15,6,7,17.26,Graduated
S100783,Student_783,Female,18,Education,100,2.43,77.5,10,0,2.69,Dropped
S100784,Student_784,Female,19,Law,200,3.12,74.99,6,7,11.95,Graduated
S100785,Student_785,Male,19,Business Admin,300,2.6,52.58,16,1,14.16,Graduated
S100786,Student_786,Male,22,Business Admin,200,3.47,97.4,10,4,6.38,Graduated
S100787,Student_787,Female,22,Business Admin,400,2.22,94.81,13,3,0.0,Graduated
S100788,Student_788,Female,26,Business Admin,500,3.46,56.79,6,2,11.49,In Progress
S100789,Student_789,Male,19,Computer Science,500,3.15,79.53,17,5,14.16,Graduated
S100790,Student_790,Female,19,Law,300,2.11,91.31,19,7,17.4,Graduated
S100791,Student_791,Female,29,Computer Science,400,4.22,61.59,5,5,1.86,Graduated
S100792,Student_792,Male,28,Education,100,3.39,55.21,11,0,8.65,Graduated
S100793,Student_793,Female,29,Computer Science,100,2.24,55.37,12,3,21.03,Graduated
S100794,Student_794,Male,17,Business Admin,500,3.11,89.23,6,0,11.28,Graduated
S100795,Student_795,Male,23,Education,400,1.85,67.78,8,4,11.5,In Progress
S100796,Student_796,Male,29,Computer Science,400,1.8,82.92,12,6,12.92,In Progress
S100797,Student_797,Male,24,Computer Science,300,3.84,79.02,16,3,10.16,Graduated
S100798,Student_798,Male,18,Law,100,2.16,58.37,19,7,8.58,Dropped
S100799,Student_799,Male,20,Computer Science,300,3.55,52.48,18,7,9.0,Graduated
S100800,Student_800,Male,26,Education,200,3.82,47.55,8,1,17.23,Graduated
S100801,Student_801,Female,23,Business Admin,400,2.31,41.43,16,5,13.78,Graduated
S100802,Student_802,Male,24,Law,100,4.46,44.88,13,1,11.85,Graduated
S100803,Student_803,Male,17,Computer Science,300,3.06,55.37,5,5,0.52,Graduated
S100804,Student_804,Female,20,Law,500,3.03,82.82,14,3,7.38,Graduated
S100805,Student_805,Female,22,Medicine,200,2.3,49.3,17,7,20.58,Graduated
S100806,Student_806,Female,19,Law,300,2.31,71.4,11,1,6.04,Graduated
S100807,Student_807,Male,21,Business Admin,500,1.46,54.71,7,2,10.39,In Progress
S100808,Student_808,Female,26,Medicine,100,2.46,70.71,15,7,9.51,Dropped
S100809,Student_809,Male,25,Medicine,100,3.82,85.0,16,5,2.76,Graduated
S100810,Student_810,Male,27,Law,200,2.29,55.96,14,4,5.27,Graduated
S100811,Student_811,Male,29,Education,500,2.35,60.87,15,2,2.04,Graduated
S100812,Student_812,Male,19,Business Admin,400,2.1,83.38,15,3,1.53,Graduated
S100813,Student_813,Female,21,Education,100,2.05,72.78,7,2,12.4,In Progress
S100814,Student_814,Female,24,Business Admin,400,3.62,45.67,15,5,6.16,Graduated
S100815,Student_815,Male,22,Business Admin,400,2.15,85.49,11,4,19.35,In Progress
S100816,Student_816,Male,20,Education,300,2.91,56.65,19,4,14.07,In Progress
S100817,Student_817,Male,24,Engineering,300,2.75,63.1,10,5,9.78,Graduated
S100818,Student_818,Female,27,Medicine,100,3.67,54.71,7,6,13.94,Graduated
S100819,Student_819,Male,19,Law,400,2.41,72.6,18,3,0.0,Graduated
S100820,Student_820,Male,19,Education,300,2.7,82.47,18,5,9.46,Dropped
S100821,Student_821,Female,20,Education,500,2.24,88.19,6,2,15.32,In Progress
S100822,Student_822,Female,25,Law,500,2.55,95.33,15,5,3.38,In Progress
S100823,Student_823,Male,21,Medicine,500,2.37,61.55,15,4,13.48,Graduated
S100824,Student_824,Female,24,Law,500,2.9,95.96,10,3,11.28,Graduated
S100825,Student_825,Female,22,Business Admin,400,4.12,77.02,14,5,2.14,Graduated
S100826,Student_826,Male,19,Engineering,500,2.86,63.38,11,4,17.9,Graduated
S100827,Student_827,Female,24,Business Admin,400,3.82,93.24,13,5,15.74,In Progress
S100828,Student_828,Male,28,Engineering,100,3.66,74.78,13,0,13.12,Dropped
S100829,Student_829,Female,25,Law,100,2.97,67.26,13,0,3.21,Graduated
S100830,Student_830,Male,24,Business Admin,500,3.67,40.69,15,7,5.72,Graduated
S100831,Student_831,Male,29,Medicine,500,3.16,83.05,14,4,9.41,Graduated
S100832,Student_832,Male,20,Business Admin,500,2.0,44.64,5,7,17.19,Dropped
S100833,Student_833,Female,30,Education,100,2.97,57.36,8,3,8.85,Graduated
S100834,Student_834,Male,30,Engineering,300,3.14,97.7,8,0,10.92,Graduated
S100835,Student_835,Female,29,Engineering,100,4.23,49.31,14,4,6.35,Graduated
S100836,Student_836,Male,27,Medicine,500,2.35,58.71,12,7,18.77,Dropped
S100837,Student_837,Male,22,Engineering,300,3.32,95.94,7,5,4.88,Graduated
S100838,Student_838,Female,17,Engineering,300,2.14,60.26,20,1,10.85,Graduated
S100839,Student_839,Male,20,Medicine,200,4.08,59.72,18,5,16.53,Graduated
S100840,Student_840,Male,24,Business Admin,400,3.86,78.88,5,2,7.21,Graduated
S100841,Student_841,Female,17,Law,500,2.16,47.88,7,4,8.66,In Progress
S100842,Student_842,Male,19,Business Admin,400,4.22,98.37,10,7,5.52,Graduated
S100843,Student_843,Male,17,Education,200,3.75,56.5,11,6,3.01,Dropped
S100844,Student_844,Male,25,Education,400,3.89,87.14,13,0,3.73,In Progress
S100845,Student_845,Male,18,Engineering,500,4.1,57.26,9,7,17.93,Graduated
S100846,Student_846,Female,25,Education,200,3.79,56.52,9,4,2.03,Graduated
S100847,Student_847,Female,29,Law,400,2.76,43.45,7,5,6.3,In Progress
S100848,Student_848,Male,20,Engineering,100,4.05,47.16,16,6,3.25,In Progress
S100849,Student_849,Female,18,Education,300,2.37,71.32,7,3,6.05,Graduated
S100850,Student_850,Male,20,Computer Science,200,2.46,74.61,13,0,8.56,Graduated
S100851,Student_851,Female,28,Computer Science,100,2.68,88.95,7,7,10.79,Graduated
S100852,Student_852,Male,27,Computer Science,500,3.23,43.61,7,3,17.12,Graduated
S100853,Student_853,Male,27,Computer Science,300,2.36,61.37,20,3,14.66,Graduated
S100854,Student_854,Male,26,Business Admin,200,2.16,52.01,13,5,13.55,Graduated
S100855,Student_855,Male,22,Computer Science,300,2.36,61.47,8,3,13.76,Graduated
S100856,Student_856,Male,27,Engineering,200,2.75,61.26,17,6,1.38,Graduated
S100857,Student_857,Male,23,Medicine,200,3.05,61.26,10,6,10.3,Dropped
S100858,Student_858,Female,19,Business Admin,400,2.47,58.58,5,4,16.56,In Progress
S100859,Student_859,Male,19,Medicine,300,2.15,85.84,15,0,19.54,In Progress
S100860,Student_860,Female,28,Engineering,300,3.27,81.38,6,3,16.11,Graduated
S100861,Student_861,Male,26,Engineering,100,4.26,60.49,15,1,7.48,In Progress
S100862,Student_862,Female,28,Law,500,2.71,48.79,18,2,13.6,Graduated
S100863,Student_863,Female,24,Business Admin,100,3.62,71.1,7,7,5.77,Graduated
S100864,Student_864,Female,21,Medicine,400,3.0,95.13,6,6,16.97,Graduated
S100865,Student_865,Male,20,Computer Science,200,3.45,47.41,18,4,5.4,In Progress
S100866,Student_866,Male,23,Engineering,400,3.57,85.18,15,1,4.87,Graduated
S100867,Student_867,Female,23,Computer Science,400,3.0,75.96,14,6,15.73,Graduated
S100868,Student_868,Male,29,Medicine,100,2.31,75.32,19,0,10.07,Graduated
S100869,Student_869,Female,25,Business Admin,200,2.14,96.08,20,2,13.75,Graduated
S100870,Student_870,Male,25,Education,500,3.81,97.36,7,7,14.19,Dropped
S100871,Student_871,Female,21,Education,400,3.44,54.63,16,6,4.16,Graduated
S100872,Student_872,Female,29,Engineering,500,3.69,88.51,18,6,10.37,Graduated
S100873,Student_873,Male,28,Law,200,3.47,77.25,9,3,6.09,Dropped
S100874,Student_874,Female,29,Computer Science,200,3.75,64.53,16,1,0.18,Graduated
S100875,Student_875,Male,24,Engineering,100,3.16,79.94,5,1,9.5,In Progress
S100876,Student_876,Female,26,Law,300,1.94,97.36,5,3,6.58,Graduated
S100877,Student_877,Female,17,Computer Science,100,3.2,71.01,15,5,13.0,Graduated
S100878,Student_878,Male,25,Medicine,500,4.26,96.4,11,5,15.67,Dropped
S100879,Student_879,Male,24,Education,100,3.25,78.57,13,3,6.33,Graduated
S100880,Student_880,Male,22,Law,200,2.14,68.97,19,6,4.39,Graduated
S100881,Student_881,Female,29,Computer Science,400,3.51,78.65,13,1,9.65,In Progress
S100882,Student_882,Male,19,Engineering,300,4.52,76.15,11,0,11.52,In Progress
S100883,Student_883,Female,19,Computer Science,200,2.61,65.3,15,4,12.59,Graduated
S100884,Student_884,Female,24,Engineering,400,3.23,73.75,15,7,20.18,Graduated
S100885,Student_885,Male,21,Education,500,3.33,82.19,17,0,15.84,Graduated
S100886,Student_886,Male,26,Education,500,3.14,90.33,6,0,9.93,Graduated
S100887,Student_887,Female,27,Computer Science,500,3.56,58.26,15,7,21.74,Graduated
S100888,Student_888,Female,30,Computer Science,100,2.72,40.88,11,4,14.32,Graduated
S100889,Student_889,Male,23,Engineering,500,3.44,73.07,17,0,14.91,Dropped
S100890,Student_890,Male,21,Engineering,500,3.82,69.36,16,2,20.02,Graduated
S100891,Student_891,Male,24,Law,100,2.83,43.25,13,3,12.27,Graduated
S100892,Student_892,Male,26,Law,400,3.56,77.95,19,1,10.95,Graduated
S100893,Student_893,Male,26,Law,200,2.74,96.48,11,7,11.65,In Progress
S100894,Student_894,Female,20,Computer Science,300,2.04,64.13,6,4,9.83,Graduated
S100895,Student_895,Female,18,Business Admin,500,2.03,93.66,19,0,7.5,Graduated
S100896,Student_896,Female,19,Business Admin,500,3.32,88.79,20,1,4.05,Graduated
S100897,Student_897,Female,24,Business Admin,500,1.69,49.7,19,5,15.65,In Progress
S100898,Student_898,Male,27,Business Admin,100,3.06,87.24,11,2,15.92,Dropped
S100899,Student_899,Male,29,Law,100,2.45,71.0,18,0,7.44,In Progress
S100900,Student_900,Male,23,Computer Science,100,1.46,95.12,8,0,10.27,Graduated
S100901,Student_901,Female,29,Business Admin,300,3.48,51.37,12,0,6.93,In Progress
S100902,Student_902,Female,18,Education,200,2.02,47.5,7,2,12.8,Graduated
S100903,Student_903,Male,22,Medicine,500,4.62,54.48,16,3,12.87,In Progress
S100904,Student_904,Male,25,Education,400,4.15,43.58,18,1,8.29,Graduated
S100905,Student_905,Female,20,Computer Science,500,2.95,59.2,9,6,8.74,Graduated
S100906,Student_906,Female,25,Computer Science,500,1.59,56.98,7,6,8.93,In Progress
S100907,Student_907,Male,18,Medicine,500,3.21,64.97,11,0,7.08,Graduated
S100908,Student_908,Male,18,Engineering,500,4.28,67.78,20,5,11.85,Graduated
S100909,Student_909,Female,25,Engineering,200,3.74,48.68,19,7,0.0,Graduated
S100910,Student_910,Male,28,Engineering,400,3.79,77.16,7,0,10.37,Graduated
S100911,Student_911,Male,23,Law,100,4.08,53.41,14,2,18.73,Graduated
S100912,Student_912,Male,23,Engineering,400,2.12,47.32,9,2,13.39,Graduated
S100913,Student_913,Female,17,Law,500,3.76,82.53,5,1,5.22,Graduated
S100914,Student_914,Female,29,Law,400,4.36,41.36,8,1,5.38,Graduated
S100915,Student_915,Female,27,Engineering,500,2.57,62.1,10,5,7.39,Graduated
S100916,Student_916,Female,22,Engineering,400,2.72,48.66,6,0,6.78,Graduated
S100917,Student_917,Female,29,Medicine,300,4.09,92.97,10,6,13.44,Dropped
S100918,Student_918,Female,23,Business Admin,400,3.98,89.47,14,5,6.1,Graduated
S100919,Student_919,Female,27,Medicine,100,2.39,43.63,11,7,13.31,Graduated
S100920,Student_920,Male,30,Law,100,2.09,73.03,20,5,9.26,In Progress
S100921,Student_921,Male,22,Medicine,400,2.92,57.72,12,5,11.59,In Progress
S100922,Student_922,Male,22,Law,400,1.97,51.55,7,0,13.3,Graduated
S100923,Student_923,Male,18,Computer Science,200,2.4,58.69,16,0,12.41,In Progress
S100924,Student_924,Male,22,Law,400,2.52,88.95,14,0,18.37,In Progress
S100925,Student_925,Male,20,Law,100,3.79,43.47,15,0,16.85,Graduated
S100926,Student_926,Male,25,Medicine,300,3.98,78.89,7,5,6.1,Graduated
S100927,Student_927,Female,28,Business Admin,100,3.79,94.8,9,2,20.92,Graduated
S100928,Student_928,Female,17,Computer Science,200,2.42,66.88,7,7,10.91,Graduated
S100929,Student_929,Male,29,Education,400,2.94,94.09,13,7,12.06,In Progress
S100930,Student_930,Male,24,Education,300,2.68,94.41,11,6,14.77,In Progress
S100931,Student_931,Female,21,Business Admin,100,3.15,76.58,20,3,5.2,Graduated
S100932,Student_932,Male,17,Education,300,3.53,67.35,9,1,18.78,Graduated
S100933,Student_933,Male,20,Computer Science,500,2.67,84.26,9,2,11.7,Graduated
S100934,Student_934,Female,17,Engineering,100,2.29,94.97,5,4,17.12,Graduated
S100935,Student_935,Male,22,Computer Science,500,4.1,80.8,13,4,9.86,In Progress
S100936,Student_936,Female,18,Medicine,300,3.75,52.58,18,4,5.92,Graduated
S100937,Student_937,Male,21,Law,400,3.24,89.2,19,1,13.52,In Progress
S100938,Student_938,Female,23,Law,400,2.26,97.09,6,0,5.65,Graduated
S100939,Student_939,Female,18,Medicine,400,3.61,64.62,20,4,8.31,Dropped
S100940,Student_940,Female,22,Medicine,500,2.88,81.86,11,4,0.0,Graduated
S100941,Student_941,Male,22,Law,400,1.45,71.09,18,3,17.48,Graduated
S100942,Student_942,Female,21,Business Admin,200,2.63,46.72,11,2,8.05,In Progress
S100943,Student_943,Male,21,Engineering,100,3.32,60.99,6,7,9.07,Dropped
S100944,Student_944,Male,30,Engineering,100,2.85,49.83,12,5,10.82,In Progress
S100945,Student_945,Male,19,Engineering,300,3.36,80.41,18,1,13.35,In Progress
S100946,Student_946,Male,26,Medicine,500,3.33,74.93,12,1,4.25,In Progress
S100947,Student_947,Female,26,Law,100,2.23,42.01,13,3,3.39,In Progress
S100948,Student_948,Female,27,Business Admin,500,3.48,43.7,6,6,16.14,In Progress
S100949,Student_949,Male,28,Law,300,3.54,55.65,5,4,7.94,Graduated
S100950,Student_950,Male,18,Law,400,2.98,84.69,20,5,12.26,Graduated
S100951,Student_951,Female,23,Business Admin,300,3.01,47.61,13,5,8.16,Graduated
S100952,Student_952,Male,17,Computer Science,200,3.01,52.29,18,3,13.82,Dropped
S100953,Student_953,Female,22,Business Admin,400,4.06,94.46,7,0,8.06,Graduated
S100954,Student_954,Male,22,Computer Science,400,3.27,72.77,14,4,11.56,In Progress
S100955,Student_955,Male,19,Education,400,3.09,77.25,17,7,13.14,Dropped
S100956,Student_956,Female,18,Computer Science,300,3.33,67.35,17,7,11.41,Graduated
S100957,Student_957,Male,28,Engineering,200,3.31,57.99,6,7,12.26,Graduated
S100958,Student_958,Female,18,Engineering,500,2.93,54.95,14,6,9.88,Graduated
S100959,Student_959,Male,30,Business Admin,300,2.07,75.35,6,5,3.09,Graduated
S100960,Student_960,Male,29,Engineering,100,3.08,68.26,6,1,2.23,Graduated
S100961,Student_961,Male,25,Engineering,100,3.41,64.18,12,5,4.03,Graduated
S100962,Student_962,Female,27,Education,300,3.2,81.66,7,2,6.49,Graduated
S100963,Student_963,Male,21,Engineering,500,2.65,64.25,5,3,14.76,Graduated
S100964,Student_964,Male,23,Medicine,100,2.86,42.2,12,5,0.0,Dropped
S100965,Student_965,Male,28,Medicine,500,3.7,90.38,6,5,12.35,Dropped
S100966,Student_966,Male,21,Medicine,400,1.82,59.1,10,5,6.8,Graduated
S100967,Student_967,Female,23,Computer Science,300,2.48,96.78,12,6,12.43,Graduated
S100968,Student_968,Female,29,Business Admin,400,3.09,92.77,14,3,17.82,Dropped
S100969,Student_969,Male,20,Business Admin,100,3.73,54.03,13,1,10.97,Graduated
S100970,Student_970,Female,24,Law,500,4.27,97.93,5,5,14.54,Graduated
S100971,Student_971,Male,29,Education,400,3.62,91.21,13,6,6.64,Graduated
S100972,Student_972,Male,27,Medicine,100,2.59,99.1,12,7,7.05,Graduated
S100973,Student_973,Male,30,Medicine,200,1.77,80.68,10,7,15.72,Dropped
S100974,Student_974,Female,26,Engineering,400,4.31,95.84,16,5,20.52,Graduated
S100975,Student_975,Female,29,Medicine,200,2.41,81.41,9,4,14.07,Dropped
S100976,Student_976,Female,27,Engineering,200,3.1,91.31,20,6,0.96,Graduated
S100977,Student_977,Female,26,Engineering,100,2.92,76.63,10,4,4.63,Graduated
S100978,Student_978,Female,23,Law,300,2.95,95.75,6,4,8.17,Dropped
S100979,Student_979,Female,26,Computer Science,500,2.18,71.09,15,5,12.16,In Progress
S100980,Student_980,Female,21,Engineering,100,4.26,84.19,7,5,7.0,Graduated
S100981,Student_981,Female,27,Engineering,400,2.39,95.02,19,5,12.98,Graduated
S100982,Student_982,Female,22,Business Admin,500,3.11,65.34,13,2,4.66,Graduated
S100983,Student_983,Male,21,Law,300,2.69,41.58,7,6,15.03,Graduated
S100984,Student_984,Female,23,Engineering,100,3.43,46.78,17,2,10.85,In Progress
S100985,Student_985,Female,28,Education,300,2.85,98.31,20,4,13.47,Graduated
S100986,Student_986,Female,18,Computer Science,400,2.78,92.39,14,2,0.75,Graduated
S100987,Student_987,Female,21,Education,100,3.76,69.01,20,3,11.51,Graduated
S100988,Student_988,Female,26,Medicine,400,2.77,97.65,11,6,6.24,Graduated
S100989,Student_989,Female,19,Computer Science,500,3.99,51.14,15,5,10.07,In Progress
S100990,Student_990,Female,25,Medicine,500,2.14,46.66,17,4,7.8,Graduated
S100991,Student_991,Female,29,Business Admin,300,2.83,76.09,17,2,6.17,Graduated
S100992,Student_992,Female,22,Engineering,300,2.4,62.93,8,5,9.77,Graduated
S100993,Student_993,Female,29,Law,500,3.02,60.39,16,5,13.22,Graduated
S100994,Student_994,Female,26,Education,200,2.04,84.05,15,3,16.93,Graduated
S100995,Student_995,Male,19,Medicine,500,3.43,49.0,17,3,7.47,In Progress
S100996,Student_996,Male,23,Engineering,100,3.5,86.71,13,2,15.32,In Progress
S100997,Student_997,Female,20,Education,400,4.05,61.57,16,4,16.29,In Progress
S100998,Student_998,Female,30,Education,500,3.59,99.2,17,4,5.08,Graduated
S100999,Student_999,Male,19,Business Admin,500,3.59,88.52,8,6,11.41,Graduated
S101000,Student_1000,Female,24,Business Admin,400,3.48,78.77,14,2,14.14,Graduated
S101001,Student_1001,Male,29,Medicine,400,2.85,53.77,19,2,8.87,Graduated
S101002,Student_1002,Male,20,Engineering,100,4.13,97.39,17,0,9.61,In Progress
S101003,Student_1003,Male,27,Law,400,3.39,41.97,17,3,12.68,Graduated
S101004,Student_1004,Male,17,Medicine,300,4.73,53.4,18,4,10.0,Graduated
S101005,Student_1005,Male,22,Education,500,4.23,42.21,14,1,9.54,Graduated
S101006,Student_1006,Female,26,Education,400,3.24,97.99,10,3,6.74,Dropped
S101007,Student_1007,Male,27,Computer Science,100,3.28,92.29,16,5,7.15,Dropped
S101008,Student_1008,Female,27,Engineering,400,3.58,97.13,20,4,6.76,Graduated
S101009,Student_1009,Female,17,Computer Science,500,4.11,82.9,6,5,8.14,In Progress
S101010,Student_1010,Male,21,Business Admin,200,1.93,41.65,11,0,9.64,Graduated
S101011,Student_1011,Male,23,Law,400,3.92,95.89,7,3,7.04,In Progress
S101012,Student_1012,Female,22,Medicine,300,3.26,65.26,5,7,5.56,Graduated
S101013,Student_1013,Male,30,Education,500,3.76,62.09,16,3,5.67,Graduated
S101014,Student_1014,Male,18,Engineering,100,2.5,57.05,11,5,9.91,Graduated
S101015,Student_1015,Female,27,Education,500,2.46,57.21,9,6,2.35,Graduated
S101016,Student_1016,Female,20,Business Admin,200,3.24,88.04,15,7,14.24,In Progress
S101017,Student_1017,Male,27,Computer Science,100,3.68,55.38,16,4,16.3,In Progress
S101018,Student_1018,Female,18,Computer Science,200,2.14,53.33,11,1,16.37,In Progress
S101019,Student_1019,Male,27,Medicine,200,2.72,81.88,19,7,8.32,Graduated
S101020,Student_1020,Male,17,Engineering,300,2.16,57.25,20,2,7.32,Dropped
S101021,Student_1021,Male,19,Business Admin,400,3.29,40.79,5,7,7.06,Graduated
S101022,Student_1022,Female,19,Engineering,300,4.4,95.91,9,1,5.08,Graduated
S101023,Student_1023,Female,28,Medicine,300,2.77,58.81,6,5,13.49,Graduated
S101024,Student_1024,Female,23,Business Admin,300,3.55,85.86,5,6,0.37,Graduated
S101025,Student_1025,Female,17,Business Admin,100,3.09,68.14,10,6,7.36,Graduated
S101026,Student_1026,Female,25,Computer Science,400,3.26,48.04,16,0,7.1,Dropped
S101027,Student_1027,Male,27,Computer Science,400,2.58,79.72,9,3,7.75,In Progress
S101028,Student_1028,Male,22,Computer Science,100,3.46,53.89,8,5,7.12,Graduated
